codigo,nome,turma,docente,horario,qnt_vagas,local,departamento_id
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,01,PAULO ROBERTO AFFONSO MARINS ,5T45 ,2,Estúdio,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,02,EDSON DIAS CARVALHO ,6M34 ,5,A DEFINIR (PROF EDSON),495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,03,RENAN VENTURA PEREIRA ,6T23 ,5,Estúdio,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,04,RENATO DE VASCONCELLOS ,5T45 ,1,SG2 SALA 71/5,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,05,ALEXEI ALVES DE QUEIROZ ,6N12 ,6,A DEFINIR,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,06,RENAN VENTURA PEREIRA ,6T45 ,5,SG4 - sala 71/5,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,07,ALEXEI ALVES DE QUEIROZ ,4T45 ,15,RODA DE SAMBA NO MUS,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,08,EDSON DIAS CARVALHO ,4T45 ,5,Auditório (SG 8) Prof. Edson,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,09,ALEXEI ALVES DE QUEIROZ ,4T23 ,5,Estúdio,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,10,ALEXANDRE ARAUJO ANTUNES ,7T45 ,1,SG2 SALA 71/5,495
MUS0503,MUS0503 - PRÁTICA DE CONJUNTO 2,11,EDSON BARBOSA DE OLIVEIRA ARCANJO ,2N12 ,4,sala da secretaria,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,01,EDSON DIAS CARVALHO ,6M34 ,5,A DEFINIR (PROF EDSON),495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,02,EDSON DIAS CARVALHO ,4T45 ,5,SG8 Auditório,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,03,HUGO LEONARDO RIBEIRO ,4M5 4T1 Quarta-feira 12:00 às 13:50,5,MUS (SG4) ESTÚDIO - Lab Gravação - AT 60/7,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,04,RENATO DE VASCONCELLOS ,5T45 ,1,SG2 SALA 71/5,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,05,RENAN VENTURA PEREIRA ,6T45 ,5,SG2 - 71/5,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,06,ALEXEI ALVES DE QUEIROZ ,4T45 ,15,RODA DE SAMBA NO MUS,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,07,ALEXEI ALVES DE QUEIROZ ,4T23 ,5,Sala AT 60/7 - ESTÚDIO (Gravação),495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,08,RENAN VENTURA PEREIRA ,6T23 ,5,Estúdio,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,09,ALEXEI ALVES DE QUEIROZ ,6N12 ,6,A DEFINIR,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,10,PAULO ROBERTO AFFONSO MARINS ,5T45 ,2,Estúdio,495
MUS0506,MUS0506 - PRÁTICA DE CONJUNTO 3,11,EDSON BARBOSA DE OLIVEIRA ARCANJO ,2N12 ,3,sala da secretaria,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,01,PAULO ROBERTO AFFONSO MARINS ,5T34 ,2,Estúdio,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,02,EDSON DIAS CARVALHO ,4T45 Quarta-feira 16:00 às 17:50,5,SG8 Auditório,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,03,HUGO LEONARDO RIBEIRO ,4M5 4T1 Quarta-feira 12:00 às 13:50,5,MUS (SG4) ESTÚDIO - Lab Gravação - AT 60/7,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,04,EDSON DIAS CARVALHO ,6M34 ,5,A DEFINIR (PROF EDSON),495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,05,ALEXEI ALVES DE QUEIROZ ,4T45 ,15,RODA DE SAMBA NO MUS,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,06,RENAN VENTURA PEREIRA ,6T45 ,5,SG2 - 71/5,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,07,RENAN VENTURA PEREIRA ,6T23 ,5,Estúdio,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,08,ALEXEI ALVES DE QUEIROZ ,6N12 ,6,A DEFINIR,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,09,ALEXEI ALVES DE QUEIROZ ,4T23 ,5,Estúdio,495
MUS0509,MUS0509 - PRÁTICA DE CONJUNTO 4,10,EDSON BARBOSA DE OLIVEIRA ARCANJO ,2N12 ,1,sala da secretaria,495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,01,HUGO LEONARDO RIBEIRO ,4M5 4T1 Quarta-feira 12:00 às 13:50,5,MUS (SG4) ESTÚDIO - Lab Gravação - AT 60/7,495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,02,A DEFINIR DOCENTE,6M34 ,5,A DEFINIR (PROF EDSON),495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,03,EDSON DIAS CARVALHO ,4T45 ,5,SG8 Auditório,495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,04,RENAN VENTURA PEREIRA ,6T23 ,5,Estúdio,495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,05,ALEXEI ALVES DE QUEIROZ ,6N12 ,6,A DEFINIR,495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,06,ALEXEI ALVES DE QUEIROZ ,4T45 ,15,RODA DE SAMBA NO MUS,495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,07,ALEXEI ALVES DE QUEIROZ ,4T23 ,5,Sala AT 60/7 - ESTÚDIO (Gravação),495
MUS0512,MUS0512 - PRÁTICA DE CONJUNTO 5,08,EDSON BARBOSA DE OLIVEIRA ARCANJO ,2N12 ,1,sala da secretaria,495
MUS0515,MUS0515 - PRÁTICA DE CONJUNTO 6,01,EDSON DIAS CARVALHO ,6M34 ,5,A DEFINIR (PROF EDSON),495
MUS0515,MUS0515 - PRÁTICA DE CONJUNTO 6,02,HUGO LEONARDO RIBEIRO ,4M5 4T1 Quarta-feira 12:00 às 13:50,5,Estúdio (SG4) Sala AT 60/7,495
MUS0515,MUS0515 - PRÁTICA DE CONJUNTO 6,03,ALEXEI ALVES DE QUEIROZ ,4T45 ,5,SG8 Auditório,495
MUS0515,MUS0515 - PRÁTICA DE CONJUNTO 6,04,ALEXEI ALVES DE QUEIROZ ,6N12 ,6,A DEFINIR,495
MUS0515,MUS0515 - PRÁTICA DE CONJUNTO 6,05,EDSON BARBOSA DE OLIVEIRA ARCANJO ,2N12 ,1,sala da secretaria,495
MUS0521,MUS0521 - TROMPETE 1,01,THADEU DE JESUS E SILVA FILHO ,5M5 5T1 ,1,SG4 - Sala Trompete,495
MUS0523,MUS0523 - TROMPETE 2,01,THADEU DE JESUS E SILVA FILHO ,2M5 2T1 ,2,SG4 - Sala Trompete,495
MUS0525,MUS0525 - TROMPETE 3,01,THADEU DE JESUS E SILVA FILHO ,3M5 3T1 ,1,SG4 - Sala Trompete,495
MUS0527,MUS0527 - TROMPETE 4,01,THADEU DE JESUS E SILVA FILHO ,4M5 4T1 ,1,SG4 - Sala Trompete,495
MUS0531,MUS0531 - TROMPETE 6,01,THADEU DE JESUS E SILVA FILHO ,6M5 6T16 6N1 ,1,SG4 - Sala Trompete,495
MUS0533,MUS0533 - TROMPETE 7,01,THADEU DE JESUS E SILVA FILHO ,67T45 ,1,SG4 - Sala Trompete,495
MUS0540,MUS0540 - INTRODUCAO AO CONTRABAIXO 1,02,PAULO ROBERTO AFFONSO MARINS ,5T23 ,5,(SG4) Sala AT 60/7,495
MUS0562,MUS0562 - INTRODUÇÃO AO SAXOFONE 1,01,VADIM DA COSTA ARSKY FILHO ,5M5 5T1 ,4,SG2 Sala AT-18/5 (Saxofone),495
MUS0564,MUS0564 - INTRODUÇÃO AO SAXOFONE 2,01,VADIM DA COSTA ARSKY FILHO ,5T23 ,4,SG2 Sala AT-18/5 (Saxofone),495
MUS0568,MUS0568 - SAXOFONE 1,01,VADIM DA COSTA ARSKY FILHO ,7M12 ,3,SG2 Sala AT-18/5 (Saxofone),495
MUS0580,MUS0580 - SAXOFONE 6,01,VADIM DA COSTA ARSKY FILHO ,2345T6 ,1,AT-18/5,495
MUS0590,MUS0590 - INTRODUCAO AO VIOLAO 2,01,ALESSANDRO BORGES CORDEIRO ,2N12 Segunda-feira 19:00 às 20:40,6,Sala de Violão,495
MUS0598,MUS0598 - VIOLAO 4,01,JORGE LUIZ DE OLIVEIRA JUNIOR ,7M5 7T1 ,1,SALA DE VIOLÃO,495
MUS0601,MUS0601 - VIOLAO 5,02,JORGE LUIZ DE OLIVEIRA JUNIOR ,7T2345 ,3,SALA DE VIOLÃO,495
MUS0606,MUS0606 - VIOLAO 7,01,JORGE LUIZ DE OLIVEIRA JUNIOR ,6M1 7N234 ,1,SALA DE VIOLÃO,495
MUS0609,MUS0609 - VIOLAO 8,01,JORGE LUIZ DE OLIVEIRA JUNIOR ,3N1234 ,1,SALA DE VIOLÃO,495
MUS0612,MUS0612 - PRÁTICA DE ORQUESTRA 1,01,ALESSANDRO BORGES CORDEIRO ,24T45 ,6,Samambaia,495
MUS0612,MUS0612 - PRÁTICA DE ORQUESTRA 1,02,BOJIN ILIEV NEDIALKOV ,24M5 24T1 ,22,MUS Auditório (SG8),495
MUS0612,MUS0612 - PRÁTICA DE ORQUESTRA 1,03,VADIM DA COSTA ARSKY FILHO ,24M5 24T1 ,5,AT 71/5,495
MUS0615,MUS0615 - PRATICA DE ORQUESTRA 2,01,VADIM DA COSTA ARSKY FILHO ,24M5 24T1 ,5,AT 71/5,495
MUS0615,MUS0615 - PRATICA DE ORQUESTRA 2,03,A DEFINIR DOCENTE,24T34 ,4,MUS SG4 Samambaia - Sala AT 17/12,495
MUS0615,MUS0615 - PRATICA DE ORQUESTRA 2,04,BOJIN ILIEV NEDIALKOV ,24M5 24T1 ,8,"SG 8, Auditório",495
MUS0618,MUS0618 - PRATICA DE ORQUESTRA 3,01,ALESSANDRO BORGES CORDEIRO ,24T45 ,4,Samambaia,495
MUS0618,MUS0618 - PRATICA DE ORQUESTRA 3,02,VADIM DA COSTA ARSKY FILHO ,24M5 24T1 ,3,AT 71/5,495
MUS0618,MUS0618 - PRATICA DE ORQUESTRA 3,03,BOJIN ILIEV NEDIALKOV ,24M5 24T1 ,8,"SG 8, Auditório",495
MUS0621,MUS0621 - PRATICA DE ORQUESTRA 4,01,BOJIN ILIEV NEDIALKOV ,24M5 24T1 ,8,SG8 (Auditório),495
MUS0621,MUS0621 - PRATICA DE ORQUESTRA 4,02,ALESSANDRO BORGES CORDEIRO ,24T45 ,4,SG4 - Sala Samambaia,495
MUS0621,MUS0621 - PRATICA DE ORQUESTRA 4,03,VADIM DA COSTA ARSKY FILHO ,24M5 24T1 ,3,AT 71/5,495
MUS0624,MUS0624 - PRATICA DE ORQUESTRA 5,01,ALESSANDRO BORGES CORDEIRO ,24T45 ,4,SG4 - Sala Samambaia,495
MUS0624,MUS0624 - PRATICA DE ORQUESTRA 5,02,BOJIN ILIEV NEDIALKOV ,24M5 24T1 ,8,SG8 (Auditório),495
MUS0624,MUS0624 - PRATICA DE ORQUESTRA 5,03,VADIM DA COSTA ARSKY FILHO ,24M5 24T1 ,2,AT 71/5,495
MUS0627,MUS0627 - PRATICA DE ORQUESTRA 6,01,ALESSANDRO BORGES CORDEIRO ,24T45 ,4,SG4 - Sala Samambaia,495
MUS0627,MUS0627 - PRATICA DE ORQUESTRA 6,02,BOJIN ILIEV NEDIALKOV ,24M5 24T1 ,8,SG8 (Auditório),495
MUS0627,MUS0627 - PRATICA DE ORQUESTRA 6,03,VADIM DA COSTA ARSKY FILHO ,24M5 24T1 ,2,AT 71/5,495
MUS0638,MUS0638 - MUSICA DE CAMARA 5,01,A DEFINIR DOCENTE,67T23 ,2,MUS Auditório (SG8),495
MUS0638,MUS0638 - MUSICA DE CAMARA 5,03,BOJIN ILIEV NEDIALKOV ,7M1234 ,4,A DEFINIR,495
MUS0638,MUS0638 - MUSICA DE CAMARA 5,04,EBNEZER MAURILIO NOGUEIRA DA SILVA ,5N1234 ,2,SG2 Sala AT-60/5 (Fagote),495
MUS0638,MUS0638 - MUSICA DE CAMARA 5,05,EDSON DIAS CARVALHO ,6M34 6T12 ,5,A DEFINIR (PROF EDSON),495
MUS0641,MUS0641 - MÚSICA DE CÂMARA 6,01,BOJIN ILIEV NEDIALKOV ,7M1234 ,4,A DEFINIR,495
MUS0641,MUS0641 - MÚSICA DE CÂMARA 6,02,EDSON DIAS CARVALHO ,6M34 6T12 ,5,A DEFINIR (PROF EDSON),495
MUS0641,MUS0641 - MÚSICA DE CÂMARA 6,03,BEATRIZ DUARTE PEREIRA DE MAGALHAES CASTRO ,3M1234 ,2,A DEFINIR (Beatriz),495
MUS0643,MUS0643 - HARMONIA SUPERIOR 3,01,BRUNO CASTRO DA CUNHA ,35M12 ,15,SG2 Sala AT-25/8,495
MUS0643,MUS0643 - HARMONIA SUPERIOR 3,02,ALEXANDRE ARAUJO ANTUNES ,35T23 ,30,SG2 25/8,495
MUS0653,MUS0653 - PIANO SUPLEMENTAR 3,01,ELAINE MILAZZO ,4M34 ,10,SG4 Sala AT-30/5 (Teclados),495
MUS0653,MUS0653 - PIANO SUPLEMENTAR 3,02,LARISSA PAGGIOLI DE CARVALHO ,6T23 ,10,SALA DE TECLADOS,495
MUS0653,MUS0653 - PIANO SUPLEMENTAR 3,03,A DEFINIR DOCENTE,5N12 ,4,Laboratório de Teclados,495
MUS0656,MUS0656 - PIANO SUPLEMENTAR 4,01,ELAINE MILAZZO ,3T45 ,10,SG4 Sala AT-30/5 (Teclados),495
MUS0664,MUS0664 - ESTAGIO SUPERVISIONADO EM COMPOSICAO,01,FLAVIO SANTOS PEREIRA ,6M1234 ,1,SG2 Sala AT-21/5 (composição),495
MUS0666,MUS0666 - ESTAGIO SUPERVISIONADO EM REGENCIA,02,EDSON DIAS CARVALHO ,7M1234 ,1,A DEFINIR (PROF EDSON),495
MUS0670,MUS0670 - ESTAGIO SUPERVISIONADO EM TROMPETE,01,THADEU DE JESUS E SILVA FILHO ,7M1234 ,2,SG4 - Sala Trompete,495
MUS0676,MUS0676 - ESTAGIO SUPERVISIONADO EM VIOLINO,01,NADIA VASSILEVA NEDIALKOVA ,2M1234 ,1,SG2 AT - 70/8,495
MUS0678,MUS0678 - ESTAGIO SUPERVISIONADO EM VIOLA,01,JOAO PAULO MACHADO ,57M12 ,2,Sala 67/8,495
MUS0692,MUS0692 - ESTAGIO SUPERVISIONADO EM PIANO,01,DANIEL JUNQUEIRA TARQUINIO ,6M1234 ,1,SG2 - Sala de Piano,495
MUS0704,MUS0704 - TROMBONE 4,01,CARLOS EDUARDO VIANNA DE MELLO ,3T23 ,2,SG4 Lab. Musica e Tecnologia - AT 20/6,495
MUS0714,MUS0714 - APRECIACAO MUSICAL,01,EBNEZER MAURILIO NOGUEIRA DA SILVA ,35T23 ,60,A DEFINIR,495
MUS0716,MUS0716 - INTRODUÇÃO À FLAUTA DOCE 1,02,RENAN VENTURA PEREIRA ,3N12 ,12,SG2 - 71/5,495
MUS0721,MUS0721 - TÓPICOS DE APLICAÇÃO DE TECNOLOGIA À COMPOSIÇÃO MUSICAL,01,CARLOS EDUARDO VIANNA DE MELLO ,24T23 ,12,SG4 Lab. Musica e Tecnologia - AT 20/6,495
MUS0721,MUS0721 - TÓPICOS DE APLICAÇÃO DE TECNOLOGIA À COMPOSIÇÃO MUSICAL,02,CARLOS EDUARDO VIANNA DE MELLO ,24T45 ,12,SG4 Lab. Musica e Tecnologia - AT 20/6,495
MUS0722,MUS0722 - HARMONIA E IMPROVISAÇÃO NA MÚSICA POPULAR 1,01,RENATO DE VASCONCELLOS ,24N12 ,10,A DEFINIR,495
MUS0722,MUS0722 - HARMONIA E IMPROVISAÇÃO NA MÚSICA POPULAR 1,02,HUGO LEONARDO RIBEIRO ,24T23 ,15,SG 02 sala AT-44/8,495
MUS0729,MUS0729 - HISTÓRIA DA MÚSICA 1,03,LEONARDO VIEIRA FEICHAS ,5N12 ,15,SG 02 sala AT 25/8,495
MUS0729,MUS0729 - HISTÓRIA DA MÚSICA 1,04,LEONARDO VIEIRA FEICHAS ,2T23 ,42,SG 04 sala AT 23/8 (Aquário),495
MUS0730,MUS0730 - HISTÓRIA DA MÚSICA 2,02,RENAN VENTURA PEREIRA ,2N34 ,25,(SG2) AT 44/8,495
MUS0731,MUS0731 - INSTRUMENTO PRINCIPAL PERCUSSÃO 1,01,ANTENOR FERREIRA CORREA ,7N12 ,4,Sala de Percussão,495
MUS0733,MUS0733 - INSTRUMENTO PRINCIPAL CANTO POPULAR 1,01,ULIANA DIAS CAMPOS FERLIM ,4T45 ,2,MUS SG2 AT 71/5,495
MUS0733,MUS0733 - INSTRUMENTO PRINCIPAL CANTO POPULAR 1,02,ALEXEI ALVES DE QUEIROZ ,7N12 ,10,AT 23/8 (Aqua),495
MUS0738,MUS0738 - ESTÁGIO SUPERVISIONADO EM MÚSICA 2,01,JESSICA DE ALMEIDA ,35N1234 ,6,AT44/8,495
MUS0738,MUS0738 - ESTÁGIO SUPERVISIONADO EM MÚSICA 2,02,DELMARY VASCONCELOS DE ABREU ,35M1234 ,6,SG4 - AT 23/08 - Aquário,495
MUS0741,MUS0741 - ESTRUTURACAO MUSICAL 1,01,RICARDO JOSE DOURADO FREIRE ,35T23 ,20,A DEFINIR,495
MUS0745,MUS0745 - FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 1,01,JOAO PAULO MACHADO ,6M12 ,1,Sala 67/8,495
MUS0745,MUS0745 - FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 1,02,VADIM DA COSTA ARSKY FILHO ,5N12 ,1,AT-18/5,495
MUS0745,MUS0745 - FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 1,04,RENATO DE VASCONCELLOS ,7N34 ,6,A DEFINIR,495
MUS0746,MUS0746 - FUNDAMENTOS DA TÉCNICAVOCAL/INSTRUMENTAL 2,01,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO ,7N34 ,2,Sala de Piano,495
MUS0746,MUS0746 - FUNDAMENTOS DA TÉCNICAVOCAL/INSTRUMENTAL 2,02,PEDRO HENRIQUE CARVALHO BIELSCHOWSKY ,2M5 2T1 ,2,SG2 Sala AT-67/5 (Violoncelo),495
MUS0746,MUS0746 - FUNDAMENTOS DA TÉCNICAVOCAL/INSTRUMENTAL 2,03,RENATO DE VASCONCELLOS ,7N12 ,1,A definir,495
MUS0746,MUS0746 - FUNDAMENTOS DA TÉCNICAVOCAL/INSTRUMENTAL 2,04,DANIEL JUNQUEIRA TARQUINIO ,7M12 ,1,a definir,495
MUS0747,MUS0747 - FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 3,01,BEATRIZ DUARTE PEREIRA DE MAGALHAES CASTRO ,5T45 ,2,(SG8) Auditório,495
MUS0747,MUS0747 - FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 3,03,LEONARDO VIEIRA FEICHAS ,7M34 ,1,SG 02 sala AT-67/8,495
MUS0748,MUS0748 - FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 4,01,BEATRIZ DUARTE PEREIRA DE MAGALHAES CASTRO ,6T34 ,2,(SG8) Auditório,495
MUS0749,MUS0749 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 2,01,LARISSA PAGGIOLI DE CARVALHO ,6M34 ,6,A DEFINIR,495
MUS0749,MUS0749 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 2,02,SIMONE LACORTE RECOVA ,4N34 ,4,AT 23/8 (Aquario),495
MUS0750,MUS0750 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 1,01,SIMONE LACORTE RECOVA ,4N34 ,7,AT 23/8 (Aquario),495
MUS0751,MUS0751 - PRÁTICA DE ENSINO E APRENDIZAGEM MUSICAL 2,02,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO ,35N34 ,20,AT 17/12 (Samambaia),495
MUS0753,MUS0753 - PRÁTICA DE ENSINO E APRENDIZAGEM MUSICAL 1,01,FRANCINE KEMMER CERNEV ,35N12 ,30,SG4 - Sala Samambaia,495
MUS0760,MUS0760 - INTRODUÇÃO AO PIANO POPULAR 2,01,RENATO DE VASCONCELLOS ,3N12 ,10,"Laboratório Teclados, (SG4) AT 30/5",495
MUS0761,MUS0761 - HISTÓRIA DA MÚSICA 3,01,EBNEZER MAURILIO NOGUEIRA DA SILVA ,5T45 ,20,SG2 Sala AT-25/8,495
MUS0761,MUS0761 - HISTÓRIA DA MÚSICA 3,03,RENAN VENTURA PEREIRA ,3N34 ,25,SG2 - 71/5,495
MUS0762,MUS0762 - HISTÓRIA DA MÚSICA 4,01,RENAN VENTURA PEREIRA ,4N34 ,25,SG2 - 71/5,495
MUS0765,MUS0765 - INSTRUMENTO SUPLEMENTAR VIOLÃO 1,02,JORGE LUIZ DE OLIVEIRA JUNIOR ,6M12 ,10,SG4 - Sala Samambaia,495
MUS0765,MUS0765 - INSTRUMENTO SUPLEMENTAR VIOLÃO 1,03,ALESSANDRO BORGES CORDEIRO ,6N12 ,10,SG4 - Sala Samambaia,495
MUS0766,MUS0766 - INSTRUMENTO PRINCIPAL VIOLÃO 1,03,ALESSANDRO BORGES CORDEIRO ,4N12 ,4,Sala do violão,495
MUS0766,MUS0766 - INSTRUMENTO PRINCIPAL VIOLÃO 1,04,ALESSANDRO BORGES CORDEIRO ,6T34 ,4,Sala do violão,495
MUS0766,MUS0766 - INSTRUMENTO PRINCIPAL VIOLÃO 1,05,JORGE LUIZ DE OLIVEIRA JUNIOR ,4N34 ,4,Sala do violão,495
MUS0768,MUS0768 - INSTRUMENTO PRINCIPAL CONTRABAIXO ELÉTRICO 1,01,PAULO ROBERTO AFFONSO MARINS ,5T23 ,2,(SG4) Sala AT 60/7,495
MUS0770,MUS0770 - INSTRUMENTO SUPLEMENTAR PERCUSSÃO 1,01,ANTENOR FERREIRA CORREA ,4N12 ,10,AT 17/12 (Samambaia),495
MUS0771,MUS0771 - RITMOS BRASILEIROS 1,01,ANTENOR FERREIRA CORREA ,2N12 ,25,AT 17/12 (Samambaia),495
MUS0772,MUS0772 - INSTRUMENTO SUPLEMENTAR VIOLÃO 2,01,ALESSANDRO BORGES CORDEIRO ,6N12 ,5,SG4 - Sala Samambaia,495
MUS0773,MUS0773 - INSTRUMENTO PRINCIPAL CANTO POPULAR 2,01,ULIANA DIAS CAMPOS FERLIM ,4T45 ,2,SG2 - 71/5,495
MUS0773,MUS0773 - INSTRUMENTO PRINCIPAL CANTO POPULAR 2,02,ALEXEI ALVES DE QUEIROZ ,7N12 ,5,AT 23/8 (Aquario),495
MUS0774,MUS0774 - INSTRUMENTO PRINCIPAL VIOLÃO 2,01,ALESSANDRO BORGES CORDEIRO ,6T45 ,4,Sala do violão,495
MUS0776,MUS0776 - CANTO CORAL 4,02,EDSON DIAS CARVALHO ,35M34 ,6,SG8 (Auditório),495
MUS0777,MUS0777 - CANTO CORAL 5,01,EDSON DIAS CARVALHO ,35M34 ,3,SG8 (Auditório),495
MUS0778,MUS0778 - CANTO CORAL 6,01,EDSON DIAS CARVALHO ,35M34 ,2,SG8 (Auditório),495
MUS0783,MUS0783 - INSTRUMENTO PRINCIPAL CANTO POPULAR 3,01,ULIANA DIAS CAMPOS FERLIM ,4T45 ,2,SG2 - 71/5,495
MUS0783,MUS0783 - INSTRUMENTO PRINCIPAL CANTO POPULAR 3,02,ALEXEI ALVES DE QUEIROZ ,7N12 ,5,AT 23/8 (Aquario),495
MUS0787,MUS0787 - ESTÁGIO SUPERVISIONADO EM MÚSICA 3,01,A DEFINIR DOCENTE,35N1234 ,3,A DEFINIR,495
MUS0787,MUS0787 - ESTÁGIO SUPERVISIONADO EM MÚSICA 3,02,A DEFINIR DOCENTE,24T2345 ,10,sala 44/8,495
MUS0788,MUS0788 - PROJETO DE ESTÁGIO E PRÁTICA DOCENTE,02,EDSON BARBOSA DE OLIVEIRA ARCANJO ,36T45 ,20,sala aquario,495
MUS0788,MUS0788 - PROJETO DE ESTÁGIO E PRÁTICA DOCENTE,03,ULIANA DIAS CAMPOS FERLIM ,24N12 ,9,AT 44/8,495
MUS0790,MUS0790 - INSTRUMENTO PRINCIPAL CONTRABAIXO ELÉTRICO 2,01,PAULO ROBERTO AFFONSO MARINS ,5T23 ,2,(SG4) Sala AT 60/7,495
MUS0802,MUS0802 - INSTRUMENTO PRINCIPAL CANTO POPULAR 4,01,ULIANA DIAS CAMPOS FERLIM ,4T45 ,2,SG2 - 71/5,495
MUS0802,MUS0802 - INSTRUMENTO PRINCIPAL CANTO POPULAR 4,02,ALEXEI ALVES DE QUEIROZ ,7N12 ,3,AT 23/8 (Aquario),495
MUS0803,MUS0803 - INSTRUMENTO SUPLEMENTAR CANTO POPULAR 2,01,ULIANA DIAS CAMPOS FERLIM ,6T45 ,8,SG4 - Sala Samambaia,495
MUS0804,MUS0804 - HISTÓRIA DA MÚSICA BRASILEIRA 1,01,BEATRIZ DUARTE PEREIRA DE MAGALHAES CASTRO ,5M34 ,25,SG2 SALA 71/5,495
MUS0813,MUS0813 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 3,01,SIMONE LACORTE RECOVA ,4N34 ,3,AT 23/8 (Aquario),495
MUS0814,MUS0814 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 4,01,LARISSA PAGGIOLI DE CARVALHO ,6M34 ,2,A DEFINIR,495
MUS0814,MUS0814 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 4,02,SIMONE LACORTE RECOVA ,4N34 ,2,AT 23/8 (Aquario),495
MUS0815,MUS0815 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 5,01,SIMONE LACORTE RECOVA ,4N34 ,2,AT 23/8 (Aquario),495
MUS0816,MUS0816 - SEMINÁRIO EM EDUCAÇÃO MUSICAL 6,01,SIMONE LACORTE RECOVA ,4N34 ,2,AT 23/8 (Aquario),495
MUS0826,MUS0826 - INSTRUMENTO SUPLEMENTAR 2,01,PAULO ROBERTO AFFONSO MARINS ,,6,MULTIPOLO,495
MUS0826,MUS0826 - INSTRUMENTO SUPLEMENTAR 2,03,VADIM DA COSTA ARSKY FILHO ,,60,MULTIPOLO,495
MUS0830,MUS0830 - ESTÁGIO SUPERVISIONADO EM MÚSICA 2,01,ULIANA DIAS CAMPOS FERLIM ,,20,MULTIPOLO,495
MUS0831,MUS0831 - INSTRUMENTO PRINCIPAL 2,01,GISELE PIRES DE OLIVEIRA MOTA ,,60,MULTIPOLO,495
MUS0831,MUS0831 - INSTRUMENTO PRINCIPAL 2,02,ULIANA DIAS CAMPOS FERLIM ,,60,MULTIPOLO,495
MUS0834,MUS0834 - ESTÁGIO SUPERVISIONADO EM MÚSICA 3,01,ULIANA DIAS CAMPOS FERLIM ,,20,MULTIPOLO,495
MUS0835,MUS0835 - INSTRUMENTO PRINCIPAL 4,01,GISELE PIRES DE OLIVEIRA MOTA ,,60,MULTIPOLO,495
