codigo,nome,turma,docente,horario,qnt_vagas,local,departamento_id
SOL0140,SOL0140 - PRÁTICA DE PESQUISA 2 BACHARELADO,21,A DEFINIR DOCENTE,7T3456 7N1234 ,1,Trabalho de Conclusão de Curso,483
SOL0140,SOL0140 - PRÁTICA DE PESQUISA 2 BACHARELADO,22,A DEFINIR DOCENTE,7T3456 7N1234 ,1,Trabalho de Conclusão de Curso,483
SOL0140,SOL0140 - PRÁTICA DE PESQUISA 2 BACHARELADO,23,A DEFINIR DOCENTE,7T3456 7N1234 ,1,Trabalho de Conclusão de Curso,483
SOL0140,SOL0140 - PRÁTICA DE PESQUISA 2 BACHARELADO,24,A DEFINIR DOCENTE,7T3456 7N1234 ,1,Trabalho de Conclusão de Curso,483
SOL0140,SOL0140 - PRÁTICA DE PESQUISA 2 BACHARELADO,25,A DEFINIR DOCENTE,7T3456 7N1234 ,1,Trabalho de Conclusão de Curso,483
SOL0140,SOL0140 - PRÁTICA DE PESQUISA 2 BACHARELADO,26,A DEFINIR DOCENTE,7T3456 7N1234 ,1,Trabalho de Conclusão de Curso,483
SOL0300,SOL0300 - TÉCNICAS DE PESQUISA,01,ZAKIA ISMAIL HACHEM ,24M34 ,35,A definir,483
SOL0301,SOL0301 - TEORIAS SOCIOLÓGICAS CLÁSSICAS I,01,EURICO ANTONIO GONZALEZ CURSINO DOS SANTOS ,35T45 ,20,A definir,483
SOL0301,SOL0301 - TEORIAS SOCIOLÓGICAS CLÁSSICAS I,02,EURICO ANTONIO GONZALEZ CURSINO DOS SANTOS ,35M34 ,30,A definir,483
ADM0002,ADM0002 - ESTUDOS E PESQUISAS EM ADMINISTRAÇÃO,01,A DEFINIR DOCENTE,6T6 6N1 ,6,A definir,327
ADM0002,ADM0002 - ESTUDOS E PESQUISAS EM ADMINISTRAÇÃO,03,JOSE MARCIO CARVALHO ,7M5 7T1 Sábado 12:00 às 13:50,4,A definir,327
ADM0002,ADM0002 - ESTUDOS E PESQUISAS EM ADMINISTRAÇÃO,04,VINICIUS AMORIM SOBREIRO ,5T56 Quinta-feira 16:55 às 18:55,6,A definir,327
ADM0002,ADM0002 - ESTUDOS E PESQUISAS EM ADMINISTRAÇÃO,07,ALDERY SILVEIRA JUNIOR ,46T6 Quarta-feira 18:00 às 18:55Sexta-feira 18:00 às 18:55,6,A definir,327
ADM0008,ADM0008 - MARKETING SOCIALMENTE RESPONSÁVEL,01,SOLANGE ALFINITO ,24M34 ,50,A definir,327
ADM0010,ADM0010 - MARKETING DIGITAL,01,DENISE SANTOS DE OLIVEIRA ,35N34 ,50,PAT AT 124,327
ADM0012,ADM0012 - ADMINISTRAÇÃO DE CUSTOS,01,CECILIO ELIAS DAHER ,6N1234 ,50,PAT AT 085,327
ADM0014,ADM0014 - ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,01,ADALMIR DE OLIVEIRA GOMES ,24N12 ,50,PAT AT 100,327
ADM0014,ADM0014 - ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,02,ELOISA GONCALVES DA SILVA TORLIG ,35M34 ,50,PJC BT 100,327
ADM0014,ADM0014 - ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,03,ADALMIR DE OLIVEIRA GOMES ,24T56 ,50,PAT AT 029,327
ADM0015,"ADM0015 - ESTADO, GOVERNO E SOCIEDADE",01,DIEGO MOTA VIEIRA ,24T45 ,50,A definir,327
ADM0016,ADM0016 - ORGANIZAÇÃO E GESTÃO DE SERVIÇOS PÚBLICOS,01,MARINA FIGUEIREDO MOREIRA ,35T23 Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50,50,PJC BT 068,327
ADM0017,ADM0017 - GESTÃO DE COMPRAS PÚBLICAS,01,CAIO CESAR DE MEDEIROS COSTA ,6T2345 ,50,PAT AT 060,327
ADM0018,ADM0018 - AVALIAÇÃO E MONITORAMENTO DA ESTRATÉGIA ORGANIZACIONAL,01,A DEFINIR DOCENTE,35M34 ,50,PAT AT 053,327
ADM0019,ADM0019 - TÓPICOS EM PRODUÇÃO E OPERAÇÕES,01,FABRICIO OLIVEIRA LEITAO ,4M12 ,50,A definir,327
ADM0021,ADM0021 - SOCIOLOGIA APLICADA À ADMINISTRAÇÃO,01,BARBARA NOVAES MEDEIROS ,24T23 ,50,A definir,327
ADM0021,ADM0021 - SOCIOLOGIA APLICADA À ADMINISTRAÇÃO,02,BARBARA NOVAES MEDEIROS ,35N12 ,55,PAT AT 100,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,01,ANTONIO NASCIMENTO JUNIOR ,35M34 ,30,Laboratório da FACE,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,02,HELENA ARAUJO COSTA ,4T2345 ,50,PAT AT 140,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,03,A DEFINIR DOCENTE,24N34 ,50,PAT AT 021,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,04,CARLA PEIXOTO BORGES ,35M12 ,50,PAT AT 093,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,06,A DEFINIR DOCENTE,24N34 ,50,PAT AT 028,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,07,LEONARDO SILVEIRA CONKE ,24N12 ,50,PAT AT 028,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,08,RAFAEL ANTUNES FIDELIS ,6N1234 ,53,PAT AT 092,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,09,A DEFINIR DOCENTE,35T23 ,51,5T23(PAT AT 060) 3T23(PAT AT 044),327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,11,RILDO RIBEIRO DOS SANTOS ,7M1234 ,52,BSA N AT 29/41,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,12,CARLA PEIXOTO BORGES ,35M34 ,51,PJC BT 132,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,13,DIEGO MOTA VIEIRA ,24M34 ,62,2M34(ICC ANF.16) 4M34(ICC ANF.18),327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,14,ALEXANDRE MADURO DE ABREU ,35N34 ,61,BSA N A1 29/41,327
ADM0023,ADM0023 - INTRODUÇÃO À ADMINISTRAÇÃO,18,A DEFINIR DOCENTE,35T45 ,50,PJC BT 005,327
ADM0035,ADM0035 - ANÁLISE DE DECISÕES 1,01,MARIA AMELIA DE PAULA DIAS ,35M12 ,50,PAT AT 108,327
ADM0035,ADM0035 - ANÁLISE DE DECISÕES 1,02,LUCIANO ROSSONI ,24N12 ,50,PAT AT 029,327
ADM0041,ADM0041 - GESTÃO DE PESSOAS EM ORGANIZAÇÕES,01,PEDRO PAULO MURCE MENEZES CAVALCANTE ,24M12 Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50,50,PAT AT 093,327
ADM0041,ADM0041 - GESTÃO DE PESSOAS EM ORGANIZAÇÕES,03,DEBORA DORNELES BAREM ,35N12 ,52,PAT AT 125,327
ADM0041,ADM0041 - GESTÃO DE PESSOAS EM ORGANIZAÇÕES,04,PEDRO PAULO MURCE MENEZES CAVALCANTE ,24M34 Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50,50,PAT AT 061,327
ADM0047,ADM0047 - MÉTODOS E MODELOS QUANTITATIVOS DE DECISÃO 1,01,ARTUR GUERRA ROSA ,24N12 ,40,LAB/ADM,327
ADM0047,ADM0047 - MÉTODOS E MODELOS QUANTITATIVOS DE DECISÃO 1,02,SILVIA ARAUJO DOS REIS ,35M34 ,40,LAB/ADM,327
ADM0052,ADM0052 - FINANÇAS 1,02,HERBERT KIMURA ,24N34 ,50,PAT AT 093,327
ADM0052,ADM0052 - FINANÇAS 1,03,ARTUR GUERRA ROSA ,6T2345 ,50,PAT AT 037,327
ADM0061,ADM0061 - LOGÍSTICA ORGANIZACIONAL,01,A DEFINIR DOCENTE,35M12 ,50,PAT AT 028,327
ADM0061,ADM0061 - LOGÍSTICA ORGANIZACIONAL,02,A DEFINIR DOCENTE,35N12 ,50,PAT AT 013,327
ADM0061,ADM0061 - LOGÍSTICA ORGANIZACIONAL,03,SILVIA ARAUJO DOS REIS ,35T23 ,50,A definir,327
ADM0064,ADM0064 - ADMINISTRAÇÃO DE MARKETING,01,GISELA DEMO FIUZA ,24M12 ,50,PAT AT 100,327
ADM0064,ADM0064 - ADMINISTRAÇÃO DE MARKETING,02,RAFAEL BARREIROS PORTO ,24N12 ,50,PJC BT 020,327
ADM0064,ADM0064 - ADMINISTRAÇÃO DE MARKETING,03,DENISE SANTOS DE OLIVEIRA ,35N12 ,50,PAT AT 028,327
ADM0064,ADM0064 - ADMINISTRAÇÃO DE MARKETING,04,MARIA AMELIA DE PAULA DIAS ,35T23 ,50,PAT AT 028,327
ADM0068,ADM0068 - MERCADO FINANCEIRO E DE CAPITAIS,01,HERBERT KIMURA ,24N12 ,50,4N12(PJC BT 117) 2N12(PJC BT 140),327
ADM0070,ADM0070 - GOVERNO E ADMINISTRACAO NO BRASIL,01,PAULO NICHOLAS DE FREITAS NUNES ,35N12 ,53,FACE/LAB,327
ADM0092,ADM0092 - ADMINISTRAÇÃO DA PRODUÇÃO E OPERAÇÕES,03,FABRICIO OLIVEIRA LEITAO ,24M34 ,50,A definir,327
ADM0092,ADM0092 - ADMINISTRAÇÃO DA PRODUÇÃO E OPERAÇÕES,04,A DEFINIR DOCENTE,24N34 ,50,A definir,327
ADM0157,ADM0157 - ESTRATÉGIA ORGANIZACIONAL,01,JUAN CARLO MENDES DA ROCHA VERAS ,35T23 ,50,PAT AT 133,327
ADM0157,ADM0157 - ESTRATÉGIA ORGANIZACIONAL,03,ALEXANDRE MADURO DE ABREU ,35N12 Terça-feira 19:00 às 20:40Quinta-feira 19:00 às 20:40,50,PAT AT 132,327
ADM0157,ADM0157 - ESTRATÉGIA ORGANIZACIONAL,04,CARLOS ANDRE DE MELO ALVES ,24N34 ,50,PAT AT 141,327
ADM0157,ADM0157 - ESTRATÉGIA ORGANIZACIONAL,06,KARIM MARINI THOME ,24N34 ,50,A definir,327
ADM0162,ADM0162 - GESTÃO DA INOVAÇÃO,01,MARINA FIGUEIREDO MOREIRA ,35T45 Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50,50,3T45(PAT AT 076) 5T45(PAT AT 093),327
ADM0162,ADM0162 - GESTÃO DA INOVAÇÃO,03,ANTONIO ISIDRO DA SILVA FILHO ,6M1234 Sexta-feira 08:00 às 11:50,50,PAT AT 140,327
ADM0162,ADM0162 - GESTÃO DA INOVAÇÃO,04,JOSIVANIA SILVA FARIAS ,35T45 ,30,LAB/ADM,327
